,response,previous_response,contrast,previous_contrast,orientation,ID,predictor,Gl_Prob_State_ext,Gl_Prob_State_int,correct
10322,0,-1,-1,0,,22,-1,0.9343785476539788,0.0656214523460808,1
10323,1,-1,1,0,1.0,22,-1,0.9326636951182627,0.0673363048817853,1
10324,1,1,2,1,-10.0,22,2,0.9122121773032728,0.0877878226967314,1
10325,0,1,-1,2,,22,3,0.8975740368122941,0.1024259631877339,1
10326,0,-1,-1,0,,22,-1,0.8523455312968143,0.147654468703118,1
10327,0,-1,-1,0,,22,-1,0.819156410574967,0.1808435894249588,1
10328,0,-1,-1,0,,22,-1,0.7969218192355271,0.2030781807645101,1
10329,1,-1,2,0,-10.0,22,-1,0.7849149734342225,0.2150850265658213,1
10330,1,1,1,2,-2.0,22,3,0.7558245694059887,0.2441754305941226,1
10331,0,1,1,1,0.0,22,2,0.7372713056548246,0.262728694345141,0
10332,0,-1,-1,1,,22,0,0.6222503979168905,0.3777496020831624,1
10333,0,-1,1,0,2.0,22,-1,0.5257140513335612,0.474285948666459,0
10334,0,-1,-1,1,,22,0,0.507400668789419,0.4925993312105269,1
10335,1,-1,1,0,-3.0,22,-1,0.4972663108170078,0.5027336891830588,1
10336,0,1,-1,1,,22,2,0.4348767523546877,0.5651232476453785,1
10337,0,-1,1,0,3.0,22,-1,0.2773473225308627,0.7226526774690435,0
10338,0,-1,1,1,-2.0,22,0,0.2266255476543464,0.7733744523456436,0
10339,0,-1,-1,1,,22,0,0.2259511131204615,0.7740488868796453,1
10340,0,-1,-1,0,,22,-1,0.2286317136114686,0.7713682863885407,1
10341,0,-1,1,0,2.0,22,-1,0.2347549701275619,0.7652450298724902,0
10342,0,-1,-1,1,,22,0,0.29498135239092,0.705018647609143,1
10343,0,-1,-1,0,,22,-1,0.3646039844309548,0.6353960155689878,1
10344,1,-1,2,0,10.0,22,-1,0.445898626722326,0.5541013732777096,1
10345,1,1,1,2,-2.0,22,3,0.4921046318117132,0.5078953681882417,1
10346,1,1,1,1,-3.0,22,2,0.549022776852751,0.4509772231471733,1
10347,0,1,-1,1,,22,2,0.6185135497497121,0.3814864502503815,1
10348,1,-1,1,0,2.0,22,-1,0.6352528244200293,0.3647471755799498,1
10349,1,1,1,1,-2.0,22,2,0.6107466653811906,0.3892533346187218,1
10350,1,1,2,1,-10.0,22,2,0.5956827929675265,0.4043172070324761,1
10351,1,1,1,2,-3.0,22,3,0.5833012890275959,0.4166987109724673,1
10352,1,1,1,1,3.0,22,2,0.579695760616051,0.4203042393839606,1
10353,1,1,1,1,0.0,22,2,0.584748353540857,0.4152516464591018,1
10354,0,1,-1,1,,22,2,0.5986242223061824,0.4013757776938677,1
10355,0,-1,1,0,-3.0,22,-1,0.5697770014510914,0.4302229985489167,0
10356,0,-1,1,1,3.0,22,0,0.5979955328787331,0.4020044671211766,0
10357,0,-1,-1,1,,22,0,0.7148578267322102,0.285142173267686,1
10358,1,-1,1,0,-2.0,22,-1,0.8540186156030245,0.1459813843969473,1
10359,0,1,-1,1,,22,2,0.9150804203747936,0.0849195796251141,1
10360,1,-1,1,0,-1.0,22,-1,0.9400152547147266,0.0599847452851935,1
10361,1,1,2,1,-10.0,22,2,0.9459625597450286,0.0540374402548868,1
10362,0,1,-1,2,,22,3,0.9578522306496026,0.0421477693504935,1
10363,0,-1,-1,0,,22,-1,0.9567799127396814,0.04322008726034,1
10364,1,-1,1,0,-3.0,22,-1,0.9642492937496068,0.0357507062504977,1
10365,0,1,1,1,-1.0,22,2,0.9605889385021922,0.0394110614977839,0
10366,0,-1,1,1,-2.0,22,0,0.92670733399305,0.073292666006919,0
10367,1,-1,2,1,-10.0,22,0,0.9305418985204392,0.0694581014795007,1
10368,1,1,-1,2,,22,3,0.9278910395633972,0.0721089604365121,0
10369,0,1,-1,0,,22,1,0.9633397455505583,0.0366602544494188,1
10370,1,-1,-1,0,,22,-1,0.9786907827868022,0.0213092172131003,0
10371,0,1,-1,0,,22,1,0.9770135981386784,0.0229864018614301,1
10372,0,-1,-1,0,,22,-1,0.9668584970330224,0.0331415029670037,1
10373,1,-1,1,0,1.0,22,-1,0.9650775986144547,0.0349224013856194,1
10374,0,1,-1,1,,22,2,0.95140006403732,0.0485999359627064,1
10375,1,-1,2,0,10.0,22,-1,0.9164243751129002,0.0835756248870393,1
10376,0,1,-1,2,,22,3,0.8645535868591353,0.1354464131409434,1
10377,0,-1,1,0,-3.0,22,-1,0.745166382716559,0.2548336172833632,0
10378,0,-1,-1,1,,22,0,0.7142869616924521,0.2857130383075634,1
10379,0,-1,1,0,-2.0,22,-1,0.6938891900067609,0.3061108099932778,0
